class,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
3,307188,40204,1075,1075,4972,2940,2405,837
3,2549,3090,1612,1612,4624,1552,1148,1911
3,16214,18107,2753,2753,2420,2159,627,1797
3,27369,5821,5342,5342,7359,15603,5396,7977
3,4738,8303,498,498,3424,1770,1501,1385
3,9960,4284,2574,2574,817,3476,1766,2609
3,16549,5709,1919,1919,5417,2411,1340,1449
3,48604,55303,17239,17239,16588,17834,26599,12613
3,382827,38407,10881,10881,4224,7230,3434,3079
3,3341,2865,1159,1159,3655,2352,1687,2410
3,5745,1001,6243,6243,4351,2023,1949,916
3,12452,7924,2573,2573,4361,3542,2301,1154
3,2184,2385,1801,1801,3583,4136,928,987
3,8683,2521,3882,3882,3735,4840,1131,2080
3,1997,966,1009,1009,2776,3592,2079,1306
3,3493,3016,1094,1094,2706,1526,1904,2172
3,3926,936,2632,2632,3629,1905,913,811
3,4043,3834,674,674,5218,2238,2539,2539
3,2042,933,1374,1374,1411,6541,770,2492
3,22676,2352,11573,11573,2854,3559,830,1633
3,485287,239167,58165,58165,36487,23639,8799,8435
3,36384,37504,15012,15012,3887,5097,2050,3541
3,1648799,87661,32437,32437,16511,12940,11902,6685
3,16114,12220,14327,14327,5818,6471,1334,1476
3,2527,3707,11891,11891,3805,1216,939,1375
3,18810,6756,8787,8787,3739,3571,1872,1292
3,12949,12309,13341,13341,13239,2800,971,4653
3,2944,14562,8108,8108,6367,3393,1506,1192
3,2303,1110,3122,3122,2667,2476,1005,2806
3,623,1308,3434,3434,3976,2142,590,1966
3,3200,4734,1476,1476,4729,2666,2271,1184
3,4243,6764,10001,10001,1229,2136,1189,1230
3,77595,12160,1633,1633,4853,2675,1117,2262
3,21696,1829,855,855,3520,5542,1668,1333
3,8371,1854,1267,1267,1537,2603,704,2557
3,200031,31809,4389,4389,3685,3340,1156,1811
3,20282,57623,18522,18522,9414,12125,3290,2246
3,168079,32115,2535,2535,1944,975,816,722
3,11262,5419,2246,2246,2930,2455,811,4263
3,416670,165208,56512,56512,17559,21470,35499,25162
3,17796,13571,382,382,4411,5976,7449,13065
3,29560,28881,6480,6480,19674,15626,20797,15144
3,14512,24900,1006,1006,2869,2284,1790,2372
3,35549,21029,12320,12320,21993,7658,5285,24860
3,26092,26899,13367,13367,6392,2406,1286,3264
3,2323456,151636,57715,57715,58928,24613,14391,18206
3,1936,2580,6244,6244,6293,2763,2688,6782
3,212002,31867,6194,6194,2042,2106,1543,2327
3,48941,15632,3141,3141,2731,3786,1691,2492
3,1786134,76686,22921,22921,29020,11734,6890,16486
3,23975,17649,9792,9792,1708,1391,1416,1482
3,411077,42524,29030,29030,24566,7198,3343,10981
3,22000,9916,3398,3398,2649,1616,666,1670
3,3148,5302,2115,2115,2022,4230,659,2239
3,5465,5010,3853,3853,2654,1511,983,2406
3,4149,8836,9095,9095,3731,1497,1092,1692
3,1476188,358287,7142,7142,80236,12052,7483,8836
3,19274,8605,14765,14765,2387,2279,808,1666
3,18174,7452,3995,3995,1336,1891,452,1064
3,1072,8100,1930,1930,1040,1246,689,275
3,422,4123,4034,4034,1855,2441,960,386
3,2634,5926,2138,2138,3493,2866,572,303
3,2881,6253,4505,4505,4033,1942,1401,285
3,2339,12516,3836,3836,4978,2803,564,475
3,834,4602,2574,2574,3252,2061,567,611
3,2913,2107,10403,10403,3390,1699,1007,624
3,2838,5403,2426,2426,1947,1964,795,635
3,3116,935,3332,3332,3527,1603,379,525
3,19873,4928,1364,1364,1917,1694,926,731
3,186421,15518,4538,4538,7600,2927,2112,1799
3,5206,4059,1948,1948,5235,3544,588,431
3,3541,4367,526,526,4860,1690,339,817
3,1107,3010,2314,2314,2783,1745,425,469
3,2769,1256,1553,1553,6699,2215,851,905
3,3327,2506,9268,9268,2503,2451,716,450
3,1719,6155,5501,5501,2232,3294,793,1044
3,2905,5303,1973,1973,1506,3616,495,392
3,649,2253,2217,2217,5909,887,316,484
3,2287,2913,1039,1039,2085,1235,1129,543
3,1613,3856,903,903,1383,868,373,613
3,142880,47909,4623,4623,2994,2408,649,1887
3,2178,1845,2731,2731,3390,2162,271,564
3,1078,2040,2128,2128,2590,1383,832,486
3,2673,1994,1535,1535,1093,2014,429,514
3,2123,3230,5391,5391,3333,1353,859,542
3,80734,62808,1881,1881,2373,1781,1035,1055
3,32704,23092,12531,12531,6336,2177,628,1164
3,1570,1078,1239,1239,2435,1010,511,284
3,1507,7702,2963,2963,2628,1698,816,443
3,7387,4063,908,908,2064,1521,1544,799
3,2115,1898,912,912,1926,2707,652,299
3,1015,1826,3216,3216,2305,2423,661,1104
3,94996,38740,224,224,4317,1585,394,608
3,1678,3406,9033,9033,2809,1193,1399,1369
3,1369,2730,3815,3815,3180,1733,965,445
3,74640,12818,8335,8335,1619,1509,1373,1069
3,1634,589,1512,1512,4672,2418,3477,895
3,2628,3498,4387,4387,1459,2273,468,659
3,13444,1985,1559,1559,2594,1032,787,846
3,169577,8152,5058,5058,5918,4141,778,870
3,12801,11975,1723,1723,2582,3582,988,560
3,2388,1391,1480,1480,1495,953,822,616
3,1811,2915,11725,11725,3668,887,840,552
3,426,1857,1026,1026,3010,1749,762,765
3,3577,1463,3468,3468,1073,1818,1302,843
3,2892,2261,1741,1741,2723,3914,788,1491
3,50076,34846,442,442,4974,2427,1432,1187
3,5761,3200,4551,4551,3075,1292,664,544
3,1986,2864,2537,2537,2773,2007,1306,647
3,2054,1854,3240,3240,2171,1687,761,810
3,992,1525,1243,1243,6009,2763,1003,990
3,2199,5234,2360,2360,2634,1559,1912,1203
3,2331,4131,1961,1961,2119,1294,612,739
3,2447,1478,504,504,4253,1347,935,1166
3,1317,5077,302,302,1715,1091,2054,395
3,1443,3144,2109,2109,1347,2348,1514,1285
3,1721,1804,3046,3046,3063,1579,520,991
3,845,4537,1650,1650,580,2176,619,624
3,6932,16927,1687,1687,1495,2814,2613,699
3,888,4808,2552,2552,1979,2175,658,699
3,2756,2554,3662,3662,2740,1581,1021,634
3,2013,1438,1129,1129,1725,2347,1511,1212
3,2559,6883,4662,4662,6955,1518,501,1033
3,948,869,1497,1497,1874,3158,1585,557
3,2605,7209,2967,2967,6259,2354,777,1124
3,2008,4089,3097,3097,3365,3366,962,569
3,1266,1869,5356,5356,5107,3648,457,595
3,1772,3686,2168,2168,4687,2981,1105,887
3,1979,1936,1467,1467,2619,2664,2092,1422
3,1036,2073,14099,14099,3331,1781,1889,560
3,4810,5658,5316,5316,1247,1974,957,734
3,369632,25323,9193,9193,24376,4249,3744,5337
3,4956,8544,11722,11722,5931,2496,1338,1476
3,7118,10026,3170,3170,3868,2510,888,461
3,2245,2530,2723,2723,4916,2156,957,885
3,4346,1779,3197,3197,3708,1159,891,783
3,3729,2199,4140,4140,4280,1967,754,1151
3,1369,2572,2523,2523,2244,1599,2067,975
3,6517,5840,1345,1345,2748,1632,668,1693
3,1620,1641,10057,10057,2905,1424,1035,952
3,2879,3618,2454,2454,1098,2897,960,1114
3,565398,69898,11940,11940,3834,4901,2326,1644
3,11666,4941,2664,2664,9108,2223,893,408
3,3869,1451,5741,5741,4497,2710,1218,1292
3,4405,3836,12491,12491,2633,1046,1065,474
3,1842,1448,4911,4911,3558,1552,514,351
3,2887,2743,3089,3089,5829,2406,573,580
3,42238,31324,2397,2397,1977,3725,1196,1844
3,951,1353,439,439,1717,5877,1203,1218
3,1148,5045,2725,2725,4950,1842,1204,759
3,1789,6470,3371,3371,1663,2041,1310,682
3,1978,4563,1801,1801,1030,2293,1019,981
3,16507,3022,1379,1379,2019,1610,1657,939
3,3302,5367,4314,4314,2276,1501,1788,434
3,1562,1755,1281,1281,9323,1605,967,541
3,2760,5304,866,866,5422,2242,981,954
3,5603,15998,8163,8163,3630,2642,1441,733
3,3131,4245,5166,5166,3353,4545,409,1447
3,1345,3601,1051,1051,3151,2698,1749,555
3,5952,4191,2262,2262,3261,3685,1009,993
3,1273,504,1543,1543,2793,2216,1062,1051
3,6810,5298,1708,1708,1184,1986,1356,941
3,1172,3064,4099,4099,2332,2050,1067,916
3,3613,2162,7878,7878,2384,2157,1698,1272
3,2630,2652,2098,2098,5342,2035,906,951
3,3873,6131,1419,1419,1267,4282,1492,1318
3,1102,4085,3384,3384,2642,1873,838,1318
3,145905,46938,3532,3532,3760,2997,1962,1106
3,94085,25436,1562,1562,3818,4379,2773,4655
3,5322,8506,6617,6617,5505,1666,1235,962
3,1989,12523,4840,4840,2727,3549,698,657
3,4460,3095,1026,1026,9136,3663,3930,1208
3,56278,10996,386,386,1123,439,244,221
3,5183,2012,2382,2382,1416,2890,1105,1256
3,4148,860,837,837,3779,3617,1075,565
3,5875,7385,2610,2610,3108,1744,1327,1147
3,1327,3301,1525,1525,3102,2399,861,1079
3,741,8119,2403,2403,3558,2434,1934,733
3,5882,6755,107,107,1576,2261,1701,809
3,1839,1368,1758,1758,4692,1558,1357,1346
3,6645,2330,1992,1992,1467,1662,1085,1108
3,7682,1877,2021,2021,627,1773,853,975
3,3783,4455,834,834,3188,3180,1292,1220
3,3303,3972,288,288,3725,2232,503,1305
3,3023,2492,7784,7784,2561,1295,1991,482
3,32764,24302,8025,8025,18544,10211,2893,2405
3,3388,6862,2396,2396,5211,3251,542,2041
3,2744,3530,4270,4270,251,2462,1209,1048
3,2815,1474,4250,4250,986,3196,571,1543
3,626,5413,2909,2909,4619,2921,663,1305
3,5574,3996,782,782,4957,4580,1118,670
3,1373,1918,3238,3238,4036,3228,536,1355
3,1008,3618,1499,1499,4082,3000,742,1960
3,2225,4679,2578,2578,4577,1696,1673,1144
3,3335,5933,5317,5317,2030,1803,1679,669
3,1532,713,3307,3307,3091,1566,874,977
3,464740,13653,2317,2317,2593,1222,934,380
3,6270,1827,501,501,390,778,199,214
3,58988,2840,5844,5844,5142,5947,924,2515
3,3300,6051,1719,1719,3294,3058,2267,402
3,45007,17016,7385,7385,6815,2052,426,603
3,3257,2299,3143,3143,3467,2735,2211,786
3,5587,3541,7280,7280,3199,2231,749,1240
3,1132,2691,1631,1631,3352,2923,1102,768
3,936,2377,3967,3967,3440,4411,1188,948
3,1675,9905,5370,5370,1738,3365,765,1217
3,150820,29007,18679,18679,5300,1807,1079,1474
3,2753,2785,759,759,3249,3777,1403,862
0,18262,18763,6253,6253,4430,3041,310,1868
0,17833,6876,714,714,3812,1812,623,848
0,25347,6831,5896,5896,4746,1878,918,1188
0,8533,19734,2767,2767,2602,2765,550,1073
0,7289,1975,3414,3414,2242,3888,464,1059
0,248408,9368,962,962,3683,1204,892,912
0,6528,14508,754,754,2742,1515,479,1067
0,6092,5046,5062,5062,3619,5251,524,630
0,16881,10450,548,548,4995,746,360,640
0,19340,6150,1482,1482,8205,1851,841,706
0,2060,6357,5291,5291,7039,2572,150,1216
0,11431,2656,3048,3048,4613,1505,264,961
0,13153,4470,190,190,5439,4469,542,1663
0,14698,4116,2102,2102,1730,1461,679,2654
0,8847,2291,597,597,6215,1438,913,1564
0,10703,5512,2361,2361,981,1673,1343,784
0,3486,9899,300,300,2180,5015,1124,1299
0,26411,9754,348,348,3812,1658,949,1070
0,16103,1996,1895,1895,3879,2130,638,1772
0,1449412,109467,15892,15892,16476,10219,4587,2835
0,6677,28186,2200,2200,5274,2452,1033,634
0,106148,43376,31289,31289,40997,16085,4473,8122
0,5240,8847,1807,1807,2016,4444,807,1080
0,126665,58130,21830,21830,16405,17310,4511,10686
0,538268,30145,26218,26218,7913,6619,1384,1518
0,604241,18569,2773,2773,4463,4669,4638,2088
0,102036,25025,725,725,3027,1392,672,1033
0,2761,3355,3871,3871,5924,1478,540,255
0,141578,21465,81,81,1964,1461,134,245
0,35573,23381,8733,8733,2439,1650,1750,606
0,414499,13554,1988,1988,2511,2792,996,217
0,341961,41865,11061,11061,16086,22681,3069,2332
0,99215,44129,5312,5312,1842,5931,466,346
0,3768,5448,6335,6335,3639,1288,366,530
0,2568,2469,2478,2478,4390,1231,269,317
0,2421,5146,536,536,5318,2629,893,594
0,1358,2390,3554,3554,3593,1504,263,361
0,62264,12341,5915,5915,1608,2098,698,337
0,7358,3146,9628,9628,2762,3134,375,562
0,374261,41770,27748,27748,21344,4311,5896,3969
0,3916,6229,4822,4822,528,1951,983,255
0,8745,8330,3161,3161,3466,5066,474,262
0,85748,24810,7485,7485,6358,2298,562,422
0,5020,3082,4330,4330,3899,2857,843,360
0,5935,3680,1901,1901,3817,3427,723,338
0,567467,47335,13499,13499,2698,3512,429,1309
0,4521,3185,1569,1569,3547,2073,540,269
0,2523,4722,9169,9169,734,969,423,297
0,61336,44388,519,519,3204,3213,532,354
0,1271,7178,3701,3701,2312,760,427,398
0,1118,9566,2651,2651,3361,2201,706,186
0,14042,9680,4760,4760,3801,1832,1291,166
0,2167,3195,2629,2629,2657,2758,465,404
0,1825,5059,1148,1148,4776,974,360,409
0,3439,14163,3262,3262,2260,2429,739,294
0,3753,3688,2078,2078,2281,940,298,337
0,5745,1537,1132,1132,2511,2004,452,324
0,114020,108924,3075,3075,8674,22806,2178,3149
0,29927,9028,3980,3980,1300,2142,902,250
0,7582,6495,1355,1355,3563,3032,501,491
0,2524,10849,1666,1666,1246,4840,580,359
0,5284,845,2973,2973,8308,1206,354,414
0,1191,6792,1049,1049,5215,3843,1092,511
0,3754,3423,13611,13611,8764,1767,569,245
0,2516,7687,1513,1513,3246,2104,597,336
0,427187,77210,20067,20067,11502,3560,830,780
0,50181,31177,7242,7242,975,1405,601,678
0,828274,271262,15259,15259,10756,8093,4632,4566
0,92680,37198,6500,6500,1379,1780,1117,260
0,14350,11856,8103,8103,3553,4942,1391,393
0,28286,12011,9169,9169,5948,2045,417,392
0,7121,9598,8905,8905,4544,1387,354,222
0,4009,19170,10969,10969,3708,5228,295,410
0,4631,5932,5445,5445,2748,1797,581,728
0,10694,8005,9352,9352,10621,1593,1098,1209
0,1949,5011,4164,4164,1500,4222,331,184
0,20447,8855,2403,2403,2563,4702,833,275
0,92386,8899,4753,4753,3635,2707,663,915
0,3769,4941,523,523,2215,1616,499,249
0,11103,5270,6210,6210,3669,1537,348,388
0,15484,11057,5653,5653,5921,1018,723,582
0,11916,15879,5247,5247,1628,1545,308,737
0,7518,19380,2158,2158,3693,3171,326,436
0,12004,9405,5342,5342,2493,1718,776,304
0,13225,5755,3499,3499,3579,2771,900,332
0,9545,15906,2271,2271,5111,8335,820,810
0,217371,54868,9851,9851,3542,2217,1023,574
0,61976,11472,20899,20899,1986,4151,479,791
0,4795,33995,2050,2050,1421,1535,408,697
0,281500,40275,4935,4935,3458,6042,644,384
0,151453,14691,2635,2635,3643,1724,556,1108
0,3336,1845,8036,8036,5929,4470,208,386
0,7716,14526,648,648,5530,1935,642,446
0,2031,2937,2855,2855,1769,7019,545,386
0,5493,13254,10641,10641,3636,2785,203,297
0,7208,4213,5892,5892,3467,1151,595,373
0,30377,9014,9016,9016,3732,1970,482,293
0,5301,5089,3473,3473,3955,2206,622,298
0,9446,4423,2600,2600,4778,1543,704,488
0,3019,4042,1241,1241,2117,1130,624,329
0,2080,2613,7436,7436,1689,1318,375,264
0,4258,13081,2327,2327,6857,1342,475,666
0,7697,3884,10581,10581,2685,1692,949,595
0,5530,4023,9887,9887,5715,1309,876,785
0,2436,1969,3602,3602,6282,1694,529,302
0,6361,2353,3488,3488,3297,1394,927,300
0,863307,45653,10506,10506,16704,10652,5042,3936
0,71574,19283,6072,6072,4719,1478,1264,545
0,10404,4149,4765,4765,5589,4310,805,228
0,4464,5255,5499,5499,1279,821,712,326
0,2449,2221,2936,2936,1887,1078,329,510
0,47657,24859,3170,3170,2936,3939,453,793
0,8176,4860,5717,5717,3157,2254,433,704
0,187270,40458,413,413,1686,2385,767,284
0,246469,105398,31353,31353,20225,7468,4372,3083
0,15448,8799,4525,4525,3139,1828,951,514
0,12485,6414,3530,3530,2610,3614,856,621
0,440219,157073,48974,48974,19879,4862,2487,2444
0,8572,5224,14638,14638,4406,1638,331,817
0,614457,68544,20392,20392,7865,10116,2117,873
0,5515,11385,2690,2690,1701,1196,779,598
0,8557,23009,14554,14554,4826,5462,706,618
0,22207,9606,2645,2645,3990,1116,987,396
0,11899,10433,3170,3170,3377,1592,574,429
0,11070,16951,4208,4208,3713,2536,811,359
0,1875,2876,2218,2218,2881,1921,516,186
0,60511,34737,34555,34555,22639,6391,2056,1790
0,638605,68191,8070,8070,25806,7524,2336,1875
0,578993,34185,39744,39744,15592,10166,2507,3363
0,15443,15513,3547,3547,4976,2073,700,787
0,6036,7369,3624,3624,1579,3781,583,312
0,7434,6226,1699,1699,1913,2158,364,529
0,108970,2738,634,634,2111,403,195,143
0,34972,43165,6378,6378,1138,784,1224,619
0,2405,6844,943,943,2753,2368,1310,556
0,12859,7537,1424,1424,1962,2932,585,606
0,7135,7162,9630,9630,2641,3286,588,275
0,45665,125830,37523,37523,34244,8594,1471,2643
0,108794,57130,20677,20677,37948,9528,892,3846
0,161509,109958,18449,18449,9016,11747,3099,2672
0,95411,8588,523,523,973,944,164,128
0,61094,8913,14649,14649,10716,4025,2279,4319
0,447653,17784,1717,1717,4936,1850,1055,2533
0,159550,13542,14924,14924,8692,885,300,1573
0,165673,10445,209,209,1899,447,180,215
0,16480,14510,11685,11685,6467,3347,560,2005
0,180327,6865,1300,1300,1821,694,132,682
0,22753,6399,2037,2037,4281,4250,639,1227
0,9119,3996,2975,2975,5946,2919,338,739
0,2784,4298,2929,2929,2198,2261,358,756
0,11463,3983,1809,1809,1985,1486,808,1515
0,760397,23625,8265,8265,9775,5924,2551,3087
0,3978,2741,3620,3620,2414,1207,691,617
0,13117,7541,2417,2417,3102,2847,422,3008
0,5486,26502,3514,3514,3182,2591,746,863
0,484858,67117,13399,13399,3954,5919,1703,1816
0,10419,8005,434,434,4401,2007,341,1475
0,3697,5170,3690,3690,1860,2065,360,1599
0,11564,13839,2682,2682,1860,1149,581,510
0,1299,4751,1075,1075,861,1216,771,954
0,6113,16422,1805,1805,3561,3274,493,709
0,6636,7966,3879,3879,3526,984,768,940
0,12627,8442,1050,1050,1572,3011,487,472
0,64860,11373,8524,8524,2128,2644,654,661
0,5802,10879,2499,2499,6461,1211,623,652
0,457061,29744,13756,13756,23828,12267,1323,3511
0,4341,2047,16,16,3432,1297,664,1784
0,5720,3440,5588,5588,3043,1758,346,1398
0,10298,5708,6236,6236,2726,921,463,729
0,77034,9741,1732,1732,4987,2187,298,572
0,11136,24957,5519,5519,5666,3663,194,900
0,13403,12899,5658,5658,3142,3324,352,449
0,33391,31759,3628,3628,1517,1197,515,1230
0,30266,4318,3861,3861,5625,1964,500,1290
0,14379,10580,3753,3753,661,796,447,290
0,35752,55474,15803,15803,2405,950,825,800
0,36288,44178,26227,26227,14864,12435,2246,4434
0,275506,6251,3581,3581,4371,3432,796,1927
0,2897707,265913,3438,3438,21199,15620,2931,2625
0,18372,8390,370,370,4375,1748,660,548
0,3946,897,4543,4543,3532,2353,515,818
0,1168,7275,3728,3728,2312,2010,1503,729
0,1663,4146,15518,15518,1999,1122,587,751
0,1762,3268,2627,2627,5953,3193,701,916
0,83410,9232,9642,9642,2966,1168,558,657
0,4087,5430,1268,1268,3383,1164,944,472
0,2032,8944,3366,3366,2125,2107,571,365
0,87703,10111,3236,3236,3787,1932,428,371
0,3816,2312,2352,2352,3103,749,341,289
0,76813,7439,10582,10582,5342,4277,639,810
0,3794,16277,1643,1643,1781,1739,225,713
0,2759,11678,1141,1141,3911,1003,258,230
0,2579,8062,5509,5509,3598,4017,484,413
0,1776,4448,956,956,1131,1293,1015,322
0,5129,7517,5972,5972,2105,2296,357,309
0,6069,16304,3497,3497,1274,2138,327,226
0,14143,12489,11907,11907,4877,1770,431,486
0,691645,58297,49682,49682,6860,10219,3688,1265
0,7672,10712,3666,3666,4499,5429,796,259
0,59428,25538,28605,28605,11902,9429,2180,1808
0,9138,10841,4113,4113,2410,2074,247,827
0,4857,16572,1704,1704,2288,1760,616,321
0,479402,83803,25399,25399,19360,8215,2345,1287
0,8724,10648,2873,2873,1810,2186,488,498
0,6723,4270,3823,3823,4202,1986,291,568
0,2149,19458,6847,6847,4388,2571,384,505
0,4237,7420,7927,7927,7719,2290,491,248
0,7488,10910,106,106,1006,1750,604,386
0,15425,6422,18888,18888,2978,3106,1270,220
0,11523,3664,2851,2851,4424,2841,275,730
0,99472,26534,6398,6398,11421,3670,1187,1897
0,6811,3780,2160,2160,1974,1785,519,164
0,695709,21053,6627,6627,5436,6291,2180,2203
0,4064,3646,583,583,5044,2214,762,418
0,5862,3891,3672,3672,3482,1582,635,541
0,5967,12252,6272,6272,4851,1209,462,1588
0,4382,2529,3935,3935,2502,1873,402,465
0,3375,13192,2365,2365,907,1545,413,1062
0,3452,9590,2023,2023,2283,1672,447,192
0,1183983,62047,49814,49814,8684,10908,3478,3331
0,60064,27394,15313,15313,4653,1796,2287,3216
0,193798,39634,3429,3429,1886,4311,1902,2293
0,444205,70192,7455,7455,12860,16024,8272,7037
0,64242,13973,2804,2804,2715,2714,367,961
0,172400,45236,10178,10178,3245,3817,1462,375
0,26380,5584,6981,6981,1532,1454,783,456
0,18553,4209,2442,2442,3211,2950,561,935
0,7164,8923,2381,2381,3445,1538,571,557
0,66614,13181,3078,3078,9807,7317,2093,1965
0,17590,6620,1655,1655,1761,536,284,164
0,823702,85359,14561,14561,8555,4857,943,906
0,63288,20077,2084,2084,7163,8655,2970,4142
0,11281,5638,16898,16898,5273,1993,392,1344
0,98584,13460,5536,5536,2926,711,526,897
0,18808,1704,12744,12744,2964,2281,590,585
0,58655,7700,3163,3163,3247,1074,427,169
0,1020703,30779,56999,56999,10009,3245,1265,4626
0,12367,21410,6275,6275,9190,2334,496,536
0,1671,7484,1434,1434,2436,966,404,305
0,16828,3087,1157,1157,3989,1470,379,709
0,4404,5940,7109,7109,2612,1488,530,733
0,436,2801,2581,2581,1864,1758,701,249
0,265916,18826,17510,17510,18615,22487,1622,2152
0,34815,3583,10399,10399,2886,2317,421,417
0,6716,3399,2183,2183,1304,805,363,611
0,29337,64393,36189,36189,13516,17218,3083,1716
0,7396,11127,2585,2585,6477,2463,769,811
0,119169,10457,3682,3682,5168,3321,710,939
0,59689,33564,23706,23706,9867,3883,1456,1450
0,3657,14080,7298,7298,2966,2739,858,647
0,32909,13592,4878,4878,6963,2364,547,948
0,53767,18968,5388,5388,6930,1685,956,563
0,449283,13894,19910,19910,4814,14550,4051,5063
0,1555101,835905,51403,51403,102712,46576,9674,7291
0,37175,9982,31988,31988,8235,7157,1405,1958
0,185999,12321,14823,14823,10078,18088,2897,3825
0,717390,49897,22936,22936,11353,7048,1413,1375
0,41757,17281,5331,5331,10036,6523,2864,1188
0,1415999,87764,57491,57491,151758,30793,28935,9447
0,981078,202778,132204,132204,11494,60746,8656,2899
0,1068431,328951,84993,84993,584674,199913,133250,25635
0,97774,16151,5673,5673,3704,1349,392,552
0,750558,179605,98282,98282,52782,32978,6432,7585
0,1011,3930,4568,4568,1757,1166,822,589
0,17840,19179,7058,7058,4919,1878,451,400
0,4891,5827,3962,3962,6909,4945,633,319
0,83568,48230,66367,66367,11527,14789,1156,1158
0,11397,11781,3023,3023,2100,2547,483,722
0,2697,2518,1974,1974,1599,3432,606,623
0,1807,1434,1299,1299,7543,1967,228,232
0,4659,13813,4112,4112,4123,2635,339,463
0,4667,4812,318,318,3097,1145,397,238
0,936287,278371,49997,49997,24006,11218,4038,7085
0,75210,26028,2361,2361,3008,2674,462,377
0,59470,54853,12975,12975,11942,22893,3606,3914
0,155509,59966,52217,52217,9387,40223,8476,3453
0,4148,2053,2403,2403,2271,2201,1169,452
0,2074,4888,7130,7130,1989,1704,511,452
0,14765,5546,6272,6272,4339,2214,878,244
0,3528,2524,5606,5606,1198,2620,500,413
0,3160,8877,664,664,1198,4661,348,173
0,5872,13148,7652,7652,2400,2761,469,365
0,5975,3878,6408,6408,1876,1648,780,497
0,857113,15092,3800,3800,2260,3133,601,1013
0,3888,2762,9077,9077,3083,1770,124,262
0,2845,4394,5966,5966,2992,863,623,204
0,12328,20205,1492,1492,3275,4053,696,311
0,1266,8550,4094,4094,2444,2352,540,224
0,64079,37838,7604,7604,4161,1724,1166,780
0,184,2659,357,357,7912,3175,332,291
0,10157,9519,675,675,5331,3753,373,399
0,7807,16825,4247,4247,6437,1753,722,501
0,2306,6394,9269,9269,2384,2670,496,360
0,4892,8454,1608,1608,3039,1004,716,491
0,1458,4351,4571,4571,2937,1420,372,300
0,6174,2262,4049,4049,3737,3061,210,465
0,1931,8547,4731,4731,5714,1870,579,359
0,2674,4308,3871,3871,5291,5116,571,453
0,2671,8597,3439,3439,2289,2596,454,338
0,4547,3710,5599,5599,2981,1133,433,170
0,340,7959,2216,2216,1459,1519,504,397
0,1812,7663,6653,6653,2212,2363,553,386
0,4497,25111,10190,10190,2086,3140,957,451
0,412370,119556,18932,18932,16623,14562,1960,2643
0,7555,9126,9525,9525,5181,2077,657,655
0,6572,11337,7240,7240,1723,1628,525,355
0,540,7980,1717,1717,3668,2202,236,452
0,4452,5794,560,560,2873,1302,696,843
0,3716,5164,1076,1076,3474,1816,570,466
0,1109,4601,4599,4599,685,2753,1397,358
0,1458,6019,2192,2192,2791,2178,661,389
0,1008,2156,4451,4451,1837,1190,374,513
0,1345,3726,6399,6399,3445,1504,770,355
0,1672,8334,1013,1013,2470,1861,504,453
0,1096,2165,3205,3205,5516,1458,237,448
0,2359,5710,6249,6249,2370,1886,225,548
0,5496,18010,312,312,3506,1742,518,605
0,2524,5467,4452,4452,933,3326,936,425
0,7379,3199,3682,3682,3488,557,873,574
0,1131,4440,2747,2747,4056,2104,506,663
0,15613,6323,2599,2599,3175,2649,299,659
0,1363,3191,4594,4594,2217,919,709,343
0,4638,595,906,906,2946,681,691,404
0,11259,15263,10564,10564,1132,1631,776,481
0,1065,1869,822,822,2380,1939,370,466
0,20352,14056,9374,9374,2666,2750,283,490
0,1270,9583,1697,1697,2468,3392,583,332
0,4392,2566,3348,3348,2309,2024,741,527
0,1817,15377,2125,2125,1324,1426,1008,576
0,3114,6486,3734,3734,3822,2052,813,323
0,2637,3008,1665,1665,2285,2755,437,557
0,2556,1943,6517,6517,2137,1977,887,448
0,938,3385,1812,1812,2616,1605,965,543
0,1585,1349,1924,1924,1750,1916,581,551
0,4912,2053,2196,2196,2873,1865,809,296
0,32368,27238,8135,8135,4130,2165,357,287
0,26071,18819,3350,3350,2233,1855,775,664
0,19377,17150,6765,6765,7686,2383,1004,552
0,144994,117536,4579,4579,6110,1657,1881,1178
0,3502,2416,2162,2162,1600,4305,888,327
0,46536,32901,5875,5875,1033,3080,696,96
0,2247,1576,9981,9981,4314,1432,1287,235
0,77878,4853,372,372,3003,489,135,100
0,2019,1394,1601,1601,1721,1244,659,253
0,55059,39674,7357,7357,2169,988,416,570
0,4167,4008,152,152,2313,2042,412,353
0,75671,34310,21234,21234,10946,9798,3823,3898
0,7453,1969,2329,2329,1828,2723,571,346
0,6507,6305,1955,1955,2825,923,588,415
0,6660,2546,4179,4179,949,3955,922,434
0,1552,5541,5750,5750,3380,1792,863,459
0,3124,7323,3739,3739,5048,3809,1070,267
0,9855,11856,13860,13860,8524,795,219,520
0,13062,14827,10501,10501,3257,1865,689,279
0,906590,149766,31443,31443,29535,7848,4897,6701
0,2846,3116,2088,2088,1900,1139,590,607
0,1359,5408,1080,1080,1573,3640,485,403
0,1198,6405,2661,2661,3917,1205,345,428
0,26263,10023,3736,3736,2449,1095,346,525
0,28330,27414,4649,4649,1505,1166,709,734
0,5436,2355,1279,1279,1912,1660,413,514
0,7716,2706,4752,4752,1495,1887,410,180
0,14793,14524,6562,6562,4896,1066,797,595
0,38005,33157,4898,4898,2998,2710,901,324
