class,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
2,36526,33101,4898,4898,5996,4719,3575,12478
2,26116,31398,3065,3065,2615,5512,755,13606
2,510460,123536,36234,36234,16200,13762,3280,33704
2,112155,11846,6560,6560,842,860,391,2419
2,212553,28897,1234,1234,3414,2445,977,13272
2,31764,72745,11536,11536,5278,2165,1099,12070
2,91063,92102,29905,29905,2930,5905,611,12284
2,1496652,363237,46889,46889,31158,41939,20669,37515
2,135951,301472,10324,10324,69588,10329,6165,36887
2,52427,37778,80535,80535,9365,17689,9607,34223
2,250634,121047,1387,1387,30108,9698,2846,65646
2,999815,120600,13940,13940,11846,18733,3685,46968
2,45402,8449,1913,1913,1398,4521,522,9228
2,34184,8353,6425,6425,5333,4759,1966,9567
2,167801,49870,11228,11228,7514,3186,1298,9047
2,23201,15881,10676,10676,4164,4934,560,9298
2,47570,20673,7198,7198,2842,4442,2177,8324
2,6404,36494,5354,5354,10099,4300,1541,10558
2,40276,29678,9001,9001,2721,3036,1475,11750
2,8469,26411,31616,31616,10291,6895,1119,13968
2,196162,83128,12021,12021,7370,2414,1522,10852
2,132399,49767,21398,21398,8296,4505,1936,13315
2,142655,23200,5202,5202,8227,4007,1585,13065
2,102221,51337,7074,7074,13829,5328,1210,15349
2,39725,34453,14889,14889,2165,3475,846,7831
2,469215,87769,11190,11190,28974,16146,2745,41668
2,105134,22595,11188,11188,1873,6744,1148,9675
2,1318820,385813,64805,64805,63283,21004,2918,32880
2,65408,51221,12131,12131,6171,1891,1164,12884
2,360851,49586,63572,63572,22580,18245,3877,51931
2,24622,34081,19195,19195,1399,3570,665,11313
2,858501,100067,23659,23659,28290,13552,5763,43059
2,43976,21674,5645,5645,9021,5824,2748,9164
2,190340,44231,6466,6466,6206,15746,2199,13631
2,91633,62497,18514,18514,15908,4249,1561,9175
2,76921,24973,8735,8735,7246,5146,2124,11058
2,76017,29598,24204,24204,2566,11813,1626,11738
2,395649,165955,25904,25904,8792,15910,7284,50503
2,69575,5468,8425,8425,9722,2880,940,9837
2,371558,8219,24490,24490,11196,7922,1215,8490
2,1122752,88453,21596,21596,5534,5323,3575,7230
2,706692,15972,16517,16517,12226,4710,1641,10175
2,988251,81066,14102,14102,6567,5964,4981,6647
2,2060910,300891,17301,17301,17093,41359,4333,37620
2,3443245,1080117,60245,60245,56204,17210,5686,34437
2,258539,11929,2035,2035,2181,1784,560,2727
2,796802,175743,13754,13754,14333,3679,3161,9884
2,480896,271604,202059,202059,35824,23056,13684,41753
2,2360418,154194,72995,72995,85414,12231,3003,53915
2,82040,21321,10859,10859,4780,4320,635,2318
2,66555,27325,7093,7093,3625,1031,1011,3077
2,1538453,154202,24418,24418,17164,19574,1840,4492
2,115344,125921,5228,5228,6261,9554,3189,5591
2,1021466,97816,87848,87848,32986,35732,5570,4502
2,525746,52690,3346,3346,9367,2857,2659,1955
2,487276,54277,8319,8319,23257,18393,10248,13460
2,810914,69637,15084,15084,16906,24570,8146,4730
2,1227481,136383,38351,38351,17441,14818,22494,2800
2,3676,12570,3203,3203,1898,1866,2969,2354
2,92445,10906,180,180,1890,1278,1273,237
2,356538,58370,3729,3729,3343,3326,1230,1491
2,51786,19580,13251,13251,8204,4639,1169,784
2,752020,20354,5175,5175,9675,1728,1265,685
2,9250,4767,1016,1016,2886,1613,678,366
2,67022,45011,933,933,3026,5309,689,805
2,26037,25677,1337,1337,4911,2518,772,296
2,232970,17977,4556,4556,810,2302,532,676
2,848950,228557,54101,54101,13668,15668,2220,1298
2,792114,76618,35938,35938,27033,27074,2580,2552
2,15428,7839,5456,5456,3594,1101,222,649
2,12794,9094,6277,6277,3433,1757,543,565
2,28697,13212,11854,11854,5327,3214,482,179
2,52386,22602,4589,4589,3239,3251,998,1080
2,126907,5942,7138,7138,965,2993,1050,530
2,12878,9364,6806,6806,1404,1019,670,271
2,119053,8486,3541,3541,5170,5714,710,848
2,19484,7449,1335,1335,3519,4798,665,592
2,16051,3651,6945,6945,3640,2399,408,416
2,312958,117492,17582,17582,5236,9024,3413,2199
2,18304,7748,805,805,2375,2842,623,1194
2,8244,9522,11420,11420,831,2181,887,1033
2,8276,14174,900,900,6073,3954,804,614
2,179878,25461,9768,9768,4785,3379,1313,1166
2,16412,6340,3931,3931,7409,2636,547,359
2,7411,5796,3599,3599,2134,3893,508,693
2,3586,4214,1195,1195,3567,863,483,266
2,13405,5560,2109,2109,2546,3547,838,585
2,9542,3269,6135,6135,3559,1007,584,482
2,6025,12169,13009,13009,2003,2378,616,974
2,8442,4092,10736,10736,5175,1843,415,729
2,130281,8266,8502,8502,3460,638,911,1351
2,11585,8336,5095,5095,2984,1777,703,622
2,21062,19868,2231,2231,12946,5535,3436,4391
2,2251,4641,2669,2669,2108,987,969,323
2,107367,59800,8538,8538,10995,869,1026,815
2,939400,76147,19255,19255,10258,3283,2406,1228
2,9709,3261,5305,5305,2945,2725,252,770
2,3685,13144,3936,3936,5076,3884,575,617
2,10754,1536,3444,3444,3313,1709,1083,1080
2,4383,5730,8053,8053,1955,1657,940,787
2,3516,6647,7034,7034,1856,3693,576,681
2,7393,6654,9985,9985,7074,3435,2031,1156
2,2890,2169,4921,4921,2631,2871,896,483
2,4237,2732,5414,5414,2260,2236,246,660
2,16825,11270,2337,2337,1557,2593,366,506
2,6010,4670,1989,1989,2125,4650,406,405
2,3926,654,9775,9775,3048,1536,914,622
2,51941,21327,2298,2298,2153,1484,552,556
2,4061,1832,1622,1622,4789,2433,308,558
2,121516,37479,6303,6303,4382,4307,515,701
2,47712,5391,1193,1193,1380,1675,853,761
2,11857,10008,4778,4778,6657,4914,798,1132
2,263882,27392,3407,3407,2105,3293,823,548
2,1571035,98841,75047,75047,15533,23526,44228,27213
2,51453,27511,7329,7329,4720,2588,1506,1983
2,15516,4676,1388,1388,4789,3381,582,685
2,5986,19562,5636,5636,4334,3532,1412,1171
2,5026,2053,1659,1659,3715,1320,449,431
2,10847,4364,4630,4630,5943,3017,497,276
2,89854,50863,7496,7496,3232,4588,590,691
2,26950,10245,7493,7493,2319,1560,2608,901
2,115155,43735,20771,20771,12261,22695,4446,3988
2,20016,11418,4940,4940,1743,1517,633,420
2,1494917,318398,106110,106110,2630,15153,1986,1201
2,111446,71414,52063,52063,11163,19868,3402,2869
2,28766,23999,5074,5074,1413,2669,580,548
2,4157,2398,2642,2642,1427,4291,519,631
2,11703,9504,2985,2985,1851,1324,1089,882
2,15383,2461,11012,11012,2149,1038,487,404
2,29950,17890,10259,10259,4813,3451,847,665
2,7075,16768,4236,4236,1726,2115,303,538
2,149126,31612,4062,4062,1446,854,932,555
2,109139,25659,7203,7203,3289,3506,470,807
2,1466521,115907,5998,5998,9823,5695,2241,1102
2,14535,29645,2575,2575,8260,2441,2205,443
2,2493,10766,12901,12901,3672,6972,902,382
2,35800,135182,46680,46680,15883,19793,4722,4227
2,27629,6912,2198,2198,3652,2104,527,448
2,2523,14310,2639,2639,3411,1279,2005,633
2,4677,5024,3097,3097,1601,1918,580,770
2,23271,19080,577,577,1923,1448,1093,889
2,11228,11118,4851,4851,4011,3924,1213,554
2,12870,4906,3119,3119,4722,1269,653,372
2,7685,13422,1577,1577,5110,2238,2255,363
2,35026,2849,5672,5672,5207,3115,723,1073
2,7244,1552,2472,2472,7500,2282,561,605
2,384396,38261,17388,17388,23675,7228,4093,2920
2,7518,6959,8878,8878,4848,2202,804,577
2,12715,4072,3496,3496,2545,2263,474,459
2,7532,14764,1585,1585,5149,2525,668,1580
2,6258,4767,6210,6210,4634,3410,892,970
2,1165693,204060,12049,12049,18539,14475,4594,3580
2,53350,4585,9006,9006,7579,2993,1329,627
2,851978,77957,35872,35872,16353,25145,5291,2773
2,17504,11541,1291,1291,2259,1181,496,890
2,8001,10407,13634,13634,3858,2077,913,478
2,8910,6107,3218,3218,3556,1362,338,272
2,43294,91198,26798,26798,6487,2234,1529,2049
2,2297263,74447,30439,30439,16303,11477,2239,3001
2,134961,4748,4118,4118,2765,3106,2033,1228
2,37762,58940,8925,8925,2050,3428,1610,887
2,9593,6634,5792,5792,1370,2307,1002,865
2,3978,8843,2080,2080,2549,7313,906,231
2,459882,31785,16454,16454,7848,8538,1453,1779
2,431384,132412,22861,22861,6776,10160,3273,5180
2,5681,5659,2956,2956,4047,3047,782,1227
2,4944,2509,612,612,1794,1414,451,1535
2,5944,2330,4052,4052,3187,1867,772,278
2,21338,4949,1804,1804,2025,5682,1033,1111
2,530859,29219,7205,7205,8917,8193,2170,2798
2,201918,7599,14557,14557,4260,4390,1054,461
2,3191,16044,6712,6712,1001,2192,698,1427
2,523750,85650,4637,4637,5721,4400,2378,2476
2,68418,39093,4183,4183,2775,1659,346,349
2,15199,3463,3877,3877,4080,3732,734,993
2,3628,4634,1373,1373,3584,3068,657,1678
2,5658,7796,3953,3953,2078,2723,582,673
2,352978,60967,8806,8806,34198,7773,3321,1469
2,2586,11113,2758,2758,1899,4174,572,670
2,26361,29060,3348,3348,3468,3012,2316,404
2,71731,6896,1874,1874,5185,1431,720,886
2,13541,10014,2933,2933,4144,2083,990,753
2,10815,6250,387,387,1762,1850,830,898
2,455479,42418,32746,32746,9845,21152,3902,3775
2,9044,4045,7910,7910,4818,1878,795,1439
2,3498,7448,7255,7255,2418,3450,432,496
2,241376,68810,9602,9602,28892,12445,1725,3507
2,4223,4078,2425,2425,2781,1977,465,1488
2,95952,3263,4949,4949,5424,2864,728,413
2,4374,10771,7312,7312,5131,4756,440,991
2,12376,7975,4702,4702,1216,4525,1465,820
2,11192,14350,12056,12056,6762,3255,719,295
2,9001,1313,6935,6935,6390,3231,521,787
2,89938,39027,7487,7487,8256,5228,1033,1948
2,8944,3896,1474,1474,3575,7132,265,891
2,1371098,60038,17221,17221,8867,3825,1000,1275
2,72963,49452,7864,7864,2013,2171,1318,700
2,135064,14109,12553,12553,11626,4854,713,610
2,8699,2377,7221,7221,1931,1338,164,880
2,478833,24359,26698,26698,10013,11384,3678,3542
2,11288,10787,3718,3718,4051,2962,574,728
2,13181,12337,609,609,2403,1628,557,456
2,10036,16423,4083,4083,4743,2805,633,1711
2,21391,4330,4287,4287,4240,4279,649,1810
2,365223,28199,23298,23298,6957,15326,3638,1576
2,11532,12830,1789,1789,3252,2178,623,708
2,13835,11363,2457,2457,3766,2569,384,924
2,346225,25377,72772,72772,33479,20707,3397,3968
2,473873,40122,24384,24384,25663,7819,1817,1011
2,41072,7231,9023,9023,13828,7465,1295,2355
2,32369,26274,21504,21504,2989,3331,1401,982
2,3969,5296,7091,7091,2940,1356,838,674
2,83953,17809,22217,22217,39866,5699,4229,4313
2,9674,3805,5577,5577,3262,1809,645,578
2,11805,1703,3038,3038,3191,2298,842,991
2,14470,12409,11088,11088,5558,2242,789,992
2,11370,7853,3585,3585,6305,3579,1624,1686
2,89166,20301,9317,9317,5618,2071,1002,1400
2,20697,8809,8044,8044,9762,2087,973,868
2,9541,27994,8774,8774,6103,6419,495,451
2,180121,14621,6731,6731,7434,3597,1229,526
2,10754,6844,6378,6378,3105,1847,528,826
2,6007,8332,2019,2019,8285,2650,937,668
2,534111,293665,58194,58194,11744,13985,6538,7179
2,10722,25697,5952,5952,9743,6132,892,758
2,29143,47573,13978,13978,3367,1920,568,448
2,14625,25565,25566,25566,5339,1280,1030,1305
2,437619,119844,20720,20720,11202,15878,3103,2855
2,4788,5508,835,835,9363,2113,752,376
2,20484,14104,10848,10848,3160,1714,916,546
2,7505,14528,8225,8225,15746,1858,304,372
2,47878,7786,791,791,3272,1685,1172,525
2,28139,13232,1437,1437,576,580,193,108
2,37402,49212,4839,4839,9453,1668,616,606
2,28287,47300,6439,6439,4995,2373,878,521
2,36908,5500,4357,4357,3301,2507,177,492
2,13327,8671,956,956,1980,2795,449,595
2,17798,15241,8153,8153,3095,1191,753,425
2,10943,9355,3853,3853,2381,1278,857,504
2,101626,24705,4151,4151,967,4032,364,943
2,13169,5469,4630,4630,4226,4067,1059,692
2,25921,23607,7709,7709,6870,4153,580,835
2,32323,20996,7621,7621,1355,2388,629,801
2,10274,20049,3292,3292,4685,1103,698,1329
2,1973,8710,11345,11345,7091,2547,404,889
2,453259,14136,21071,21071,8869,7999,3981,4970
2,5325,3820,6666,6666,5628,1726,622,1077
2,27938,7333,11143,11143,3052,2701,870,603
2,46737,27822,10016,10016,2118,5012,1347,2436
2,7447,4117,2203,2203,2337,4152,834,1131
2,16547,28557,2059,2059,2523,2992,1400,1222
2,10625,1558,5676,5676,5653,3903,1160,818
2,10558,7733,3532,3532,3696,2782,333,1524
2,2225,4559,6124,6124,6195,1444,2010,1012
2,8988,3127,2827,2827,1663,2564,1417,918
2,10076,4262,3537,3537,1291,2505,654,425
2,11954,11783,6777,6777,1555,1949,774,438
2,3270,8046,4421,4421,1163,1293,429,462
2,10228,6288,581,581,2187,760,1003,761
2,7470,5334,415,415,1573,4022,1033,1507
2,11993,5269,2556,2556,2292,3047,677,654
2,16802,9991,24588,24588,6739,4251,682,547
2,20344,10037,23797,23797,3437,1881,448,582
2,14143,7913,12049,12049,2018,7747,685,705
2,5786,2529,2903,2903,3025,2441,961,1867
2,3528,3934,6209,6209,3228,3004,1168,506
2,300430,11834,6081,6081,10086,4382,637,900
2,7247,9509,4581,4581,3696,2843,988,513
2,2026,24821,2155,2155,1878,1427,366,1116
2,465277,37032,7206,7206,13315,5739,5177,2442
2,524169,106177,76192,76192,24662,10032,3939,4138
2,18159,16868,4162,4162,5208,2004,3328,2291
2,1230973,486511,35658,35658,39209,13497,27010,7937
2,53990,18121,9452,9452,3583,1589,955,919
2,16735,4514,2258,2258,1559,1893,797,567
2,56389,30084,809,809,1244,3271,821,1129
2,21697,20071,2584,2584,2155,6257,742,401
2,11190,13182,2823,2823,3670,8961,762,632
2,13800,16700,5427,5427,4594,2224,640,602
2,248221,136894,25940,25940,35797,47284,9566,3741
2,166690,38013,2515,2515,1472,629,396,258
2,39576,9031,8966,8966,9711,1652,879,465
2,111875,34323,16887,16887,13878,5536,3214,2907
2,47983,25476,23648,23648,17992,6058,590,1128
2,95119,23883,5608,5608,10908,3564,496,1118
2,123648,12792,4330,4330,7137,3040,2763,1034
2,434145,46632,32075,32075,61681,14461,7369,3780
2,132780,151548,75572,75572,44976,31155,12698,3989
2,95437,27667,6254,6254,2822,3495,2428,1052
2,2709,4558,2847,2847,2968,2260,1121,1045
2,36631,15371,3756,3756,1688,2537,1452,616
2,115854,17072,8891,8891,700,1594,826,250
2,145373,51334,2970,2970,7955,4380,895,665
2,8355,12236,908,908,9017,3418,1277,873
2,360615,30968,2721,2721,7687,2683,835,609
2,508006,45857,44597,44597,29841,19631,2171,3422
2,7884,16508,7596,7596,999,1678,834,1493
2,480951,92230,2309,2309,21937,9456,3003,2256
2,60011,12597,1297,1297,9885,2832,502,556
2,4684,7553,762,762,4042,5083,450,835
2,3587,6165,3357,3357,3874,2175,464,789
2,8618,4349,4504,4504,2299,2463,624,822
2,3500,5962,1976,1976,5284,1132,660,1262
2,8557,3713,7635,7635,2224,2104,669,778
2,5180,9118,3543,3543,3079,1407,621,919
2,4020,3413,1533,1533,2562,2244,456,559
2,3270,4452,4538,4538,2286,1608,588,565
2,8324,11361,13962,13962,4519,5990,468,340
2,9345,10617,3718,3718,2667,1482,545,606
2,13971,10377,4186,4186,1475,1972,499,520
2,6532,2012,1771,1771,4475,3307,1924,932
2,10511,19668,2994,2994,8416,4169,516,375
2,4710,5517,1816,1816,3134,1401,1051,1165
2,5307,5331,2479,2479,4747,3332,1123,494
2,4815,2723,2288,2288,2349,1333,838,1467
2,2632,3350,2178,2178,2443,2724,714,1276
2,250276,54925,20165,20165,6146,2864,2648,2256
2,12639,12543,3028,3028,2429,3623,362,1544
2,2061,8488,1402,1402,2711,2142,1113,1411
2,10026,6971,2085,2085,3021,3099,495,1445
2,4021,3498,3088,3088,4978,3234,1116,1426
2,1770,6717,9230,9230,4892,2692,1121,884
2,12230,15913,545,545,7092,4802,3048,746
2,3468,2304,4154,4154,2965,3071,311,558
2,4989,5560,5953,5953,3581,6478,1197,578
2,44860,121623,7691,7691,3562,3396,1299,745
2,2352271,222033,6114,6114,14310,9378,5749,5109
3,667099,56059,20849,20849,10165,15172,4351,9165
3,15589,15469,8488,8488,20101,10472,3079,5860
3,50852,18015,3286,3286,2038,2985,428,1096
3,6970,24773,2124,2124,4514,2861,799,3290
3,2541,4741,5058,5058,4017,1900,591,2587
3,9757,6827,3120,3120,1638,3334,829,1247
3,773389,137492,21559,21559,57520,28842,23185,12672
3,461983,22667,5953,5953,5932,2622,2678,5541
3,428769,7495,8537,8537,2365,1280,2080,1153
3,2145487,59426,28845,28845,41520,42093,22354,24782
3,879818,475132,90580,90580,20848,15777,29832,15858
3,77503,3483,1914,1914,548,321,505,758
3,123472,98795,1450,1450,5099,2690,5730,4622
3,7563,12861,3696,3696,1908,2722,1605,1861
3,8669,7087,3571,3571,6366,3102,938,2821
3,10531,7161,5061,5061,6998,1523,1141,1009
3,4612,2082,3648,3648,3868,1764,780,2001
3,12023,2774,6087,6087,1512,6407,486,1266
3,10610,7864,2571,2571,1306,2424,792,1700
3,5703,6330,7770,7770,1856,2673,789,2396
3,12454,10088,750,750,4212,4321,444,2655
3,27432,6206,7603,7603,920,2620,931,1687
3,15750,8963,2212,2212,3911,2310,644,2346
3,4579,9148,1044,1044,1661,1882,408,1238
3,5846,6977,1958,1958,869,5647,923,2856
3,9889,5470,1296,1296,6882,2389,478,2116
3,24505,24017,12296,12296,5002,1290,612,660
3,123994,3326,1450,1450,1212,586,291,609
3,2250954,128338,45823,45823,10533,9257,1699,3364
3,7513,5723,7752,7752,3727,1056,850,1453
3,1195830,346820,14865,14865,28029,37999,3366,4191
3,19196,6115,9483,9483,1128,1937,776,518
3,2087704,197422,67363,67363,20596,18298,4028,3155
3,17721,15793,5160,5160,3725,5573,846,878
3,102438,15576,11524,11524,4149,2433,1205,610
3,62174,29547,30601,30601,9762,6001,3838,2916
3,8950,12465,4310,4310,3318,1720,514,302
3,9410,6160,8927,8927,3165,1145,396,423
3,4473,956,506,506,2926,5223,313,356
3,4450,4892,5300,5300,1436,1084,198,329
3,3801,5678,988,988,3207,4174,674,357
3,2886,3844,3382,3382,2473,2189,452,593
3,7585,3665,2611,2611,5698,1417,524,349
3,3873,4920,4916,4916,1436,1608,674,291
3,6330,8055,2957,2957,2789,1040,574,395
3,2203,3113,4248,4248,2725,1511,749,536
3,6430,11948,5956,5956,4011,1362,323,411
3,9165,8164,9911,9911,2891,1814,590,485
3,6983,3983,2540,2540,2302,2375,665,335
3,3881,4450,2520,2520,2588,2069,749,510
3,6605,3710,3987,3987,8779,1511,1136,302
3,5331,7236,3910,3910,1206,2688,1519,838
3,5376,9845,3210,3210,4207,1937,509,708
3,3154,1777,1219,1219,1841,1461,772,564
3,3471,1908,3772,3772,2806,920,433,356
3,1699,4494,3851,3851,2128,1474,1208,513
3,774680,82037,41428,41428,18781,5911,4614,4511
3,78704,17578,18176,18176,4544,3474,4482,2150
3,13147,7998,4716,4716,2296,4832,1180,1649
3,4412,15896,2670,2670,2267,1491,846,398
3,3522,2577,2115,2115,4162,1621,954,749
3,3710,3254,1701,1701,1707,1229,1009,368
3,16163,2820,232,232,3352,2053,254,188
3,2224,3479,5659,5659,2950,1195,799,187
3,1583,2288,2684,2684,4018,1629,696,265
3,13223,5493,7880,7880,4492,2897,435,359
3,5475,9935,8210,8210,3451,924,924,740
3,3487,3558,1833,1833,3711,2965,906,456
3,55877,26303,9625,9625,2409,2304,446,748
3,4889,3780,4312,4312,2804,3641,687,260
3,2296,1464,4225,4225,5176,1119,723,462
3,5938,14037,1826,1826,10981,1575,591,1070
3,2743,23767,4621,4621,3962,1778,281,532
3,10413,13771,3932,3932,2561,1391,731,571
3,23132,6613,4857,4857,3969,3608,1163,283
3,612649,28118,26287,26287,10629,6391,1631,2331
3,2820,4174,3383,3383,1784,1831,602,382
3,88196,35958,3604,3604,5311,2277,1428,521
3,362355,33246,5642,5642,5182,1328,1032,737
3,3996,2699,7222,7222,8582,2080,1132,389
3,181093,35286,13243,13243,6233,7549,1034,364
3,8030,16596,4823,4823,5537,1030,328,311
3,3636,4316,9538,9538,5032,1661,395,665
3,3158,13768,584,584,4358,2065,283,504
3,4416,6238,5240,5240,3580,2152,444,489
3,15291,8183,7482,7482,1584,1177,321,469
3,1859,7124,4425,4425,1850,4187,634,298
3,1551,4885,3711,3711,3621,3734,390,338
3,4656,4830,5075,5075,7455,2229,448,537
3,7335,11542,3294,3294,9705,3410,705,873
3,4360,7606,4863,4863,4077,1995,832,871
3,7276,9412,5935,5935,2520,1871,1373,488
3,1905,2457,1200,1200,5021,2258,521,209
3,5350,6259,2702,2702,3457,2787,365,688
3,3907,2840,3029,3029,5536,2323,607,372
3,4079,8269,1119,1119,3015,926,412,506
3,4219,2749,2447,2447,4472,1454,450,498
3,2724,2367,1535,1535,3107,1741,459,241
3,1502,2500,2382,2382,1863,1574,1340,375
3,8487,11017,3380,3380,1528,2206,435,414
3,11866,2010,602,602,2485,2553,666,395
3,23800,3550,584,584,1619,1156,537,593
3,15704,6263,3131,3131,3138,3884,664,910
3,549,1966,9030,9030,3458,1424,811,533
3,6841,11808,2229,2229,1574,922,329,471
3,823,3898,2820,2820,2020,883,755,414
3,1919,4303,9766,9766,3327,2145,571,256
3,581407,40987,6395,6395,2180,9093,1468,997
3,4616,8042,1960,1960,4716,1576,944,648
3,11729,3572,13734,13734,3820,1930,1046,1405
3,171306,93256,29558,29558,9237,9371,5107,2345
3,17915,7336,126,126,3516,1195,889,866
3,55418,28451,32753,32753,7066,7599,2623,2691
3,78011,23676,15212,15212,8526,3555,2701,914
3,20140,12712,2778,2778,5645,1948,2855,3092
3,174692,47908,3558,3558,11309,4897,1333,763
3,57540,8523,3226,3226,2070,370,356,152
3,19458,30607,15925,15925,5219,9301,882,442
3,4108,4217,6514,6514,2891,2460,411,372
3,1384,5050,2157,2157,2678,1182,229,221
3,250439,21382,5275,5275,8763,2802,1070,911
3,12087,16414,14792,14792,2740,1424,266,278
3,4796,11912,4839,4839,3934,2446,451,325
3,3980,13585,1685,1685,2394,2740,564,303
3,4144,1904,4255,4255,2509,1925,261,292
3,5061,3834,3585,3585,8361,2565,646,494
3,1311,9307,4794,4794,4768,2712,711,330
3,6363,10853,2149,2149,2170,2115,892,563
3,3258,5152,1407,1407,3215,864,1128,575
3,2487,1469,5605,5605,1137,2996,337,643
3,6787,4597,2449,2449,3252,1412,527,437
3,5651,8620,865,865,2735,2047,932,723
3,1872,3136,6622,6622,3591,3118,572,442
3,5341,5531,2097,2097,3882,1498,457,573
3,2423,1131,8922,8922,2314,1876,296,384
3,1617,5296,1129,1129,5270,1889,407,573
3,5374,18329,7597,7597,1786,2132,310,526
3,244,7506,2798,2798,2303,2472,348,839
3,4055,7217,1882,1882,3217,1144,721,419
3,11784,9990,6861,6861,3408,1101,247,319
3,5315,5587,8980,8980,2639,1958,1111,887
3,13415,7075,8628,8628,4489,2198,1207,619
3,291216,10239,12182,12182,4808,1706,659,715
3,9201,21251,6285,6285,1785,5286,1084,467
3,1276,1412,1118,1118,1940,1235,368,428
3,5662,2616,1839,1839,5347,1400,635,223
3,5325,3160,5111,5111,1235,3259,787,440
3,4210,3449,787,787,3427,1178,316,352
3,35991,18593,29843,29843,12414,6576,3195,5886
3,1643,10369,2722,2722,1705,1032,961,648
3,1365,3986,2001,2001,2921,1008,1032,436
3,171483,89772,4526,4526,2450,2951,1675,1116
3,1173256,28041,4559,4559,5847,5693,801,736
3,56359,5260,1168,1168,1793,498,225,160
3,9846,8977,5076,5076,2488,3097,538,922
3,5496,6891,8043,8043,4604,1998,506,1199
3,128128,11022,4287,4287,1945,887,271,371
3,243263,4103,1063,1063,2867,795,302,1913
3,638903,248451,113506,113506,44638,70662,6238,10646
3,650094,25601,26206,26206,11213,12213,1598,10687
3,54681,36954,451,451,2332,5180,1163,6904
3,30052,5436,3314,3314,1802,1722,813,6020
3,91801,24488,11079,11079,13765,6796,3852,38099
3,32951,9465,505,505,3658,2831,715,6229
3,31438,13415,8134,8134,2285,2431,994,8502
3,36140,71429,17311,17311,5168,8181,2347,22661
3,7383,15709,4289,4289,7024,2372,274,8157
3,61600,74044,13967,13967,6539,5614,2234,33643
3,26291,11101,2575,2575,3746,1521,605,6572
3,48273,11454,11049,11049,15475,7568,3576,35788
3,44550,15689,3287,3287,14513,11312,3389,38386
3,107753,8125,25325,25325,5796,7388,1501,20824
3,35867,26116,8599,8599,9137,6056,2557,15144
3,69396,22434,5109,5109,14678,6859,18327,15206
3,201515,45289,17195,17195,5032,3407,1053,5876
3,8838,4230,6987,6987,3723,2415,752,1959
3,21939,4023,2498,2498,2807,528,518,5002
3,289,4353,1472,1472,3400,4755,399,4577
3,8354,1394,1142,1142,3586,1666,507,3659
3,6318,5888,675,675,1730,1703,504,2927
3,25216,19331,1596,1596,3119,1173,867,3628
3,668,1883,1183,1183,2756,1178,400,3661
3,94288,1078,5566,5566,4983,934,459,3498
3,4591,4515,2614,2614,3466,1204,513,2801
3,1855,4870,1361,1361,2959,2623,369,4700
3,2142,1939,2547,2547,1136,1075,287,5132
3,2364,1934,5568,5568,5667,3164,590,5247
3,2906,5134,1404,1404,1238,1061,623,3595
3,1340,4211,3148,3148,1583,1340,423,5972
3,978,1144,925,925,4956,2470,505,3573
3,11574,3336,2628,2628,1482,1628,707,3525
3,8422,4188,1929,1929,1853,1524,1129,2822
3,7624,5646,3896,3896,2228,1718,425,3786
3,9575,3556,1784,1784,1685,1489,667,3046
3,11842,4269,127,127,4471,2426,610,4651
3,3398,5806,5304,5304,2217,1876,736,5145
3,1288,5197,5769,5769,3387,1782,362,2005
3,1029,10943,5185,5185,3046,2980,562,2402
3,17760,24218,23156,23156,10042,4506,2875,16149
3,2550,5029,2917,2917,2162,1591,813,2035
3,9057,3958,2335,2335,2026,1576,833,4680
3,2985,3813,2491,2491,2248,2381,581,3521
3,5040,2404,2557,2557,1379,1988,363,3467
3,7391,2016,1937,1937,1825,1420,479,3555
3,7403,3165,5033,5033,2941,1770,375,1488
3,32686,24505,309,309,1591,1682,442,2219
3,1140,7024,3179,3179,2763,1571,529,3065
3,1072,3375,3017,3017,1633,1793,241,2712
3,6457,8392,1347,1347,3930,5424,1045,4445
3,5540,6788,3420,3420,4675,2925,1350,2661
3,31397,28142,15967,15967,3836,10082,3697,13821
3,5373,5360,8071,8071,2922,2849,583,3978
3,2451,3100,10305,10305,3968,4757,344,2465
3,28027,33293,526,526,7640,2127,754,1833
3,3502,1814,1090,1090,5564,1713,786,2955
3,3142,9276,510,510,6773,1596,205,4449
3,20894,7990,3741,3741,3003,3652,1031,2244
3,11365,8722,7622,7622,4361,5330,861,4638
3,6884,3151,758,758,2965,2418,823,3389
3,4870,4211,2297,2297,2001,1289,355,1335
3,1037,9536,2322,2322,3855,3245,1292,3442
3,2814,14830,5623,5623,3195,2529,919,2388
3,7215,5901,8552,8552,2211,3589,502,2449
3,18050,15436,2089,2089,5469,4412,761,3561
3,8703,1674,7602,7602,1767,2732,446,2047
3,8174,1396,1842,1842,2031,928,914,2829
3,181662,15657,4479,4479,3557,2520,610,3035
3,4073,2365,3087,3087,1986,2008,471,1979
3,45919,16243,9385,9385,3102,1762,1487,1875
3,15202,1205,4242,4242,2882,2488,467,3413
3,7042,4759,6006,6006,2658,1701,343,3230
3,8231,3074,5307,5307,1220,1885,875,3317
3,45695,26163,16020,16020,1733,3506,460,2962
3,22019,20754,8641,8641,2023,3283,938,2590
3,591731,49330,32799,32799,6800,12701,2231,15964
3,31852,7755,4138,4138,6376,1486,602,2894
3,8760,3235,1767,1767,4550,2153,510,2594
